"str_cia_CVM","dte_refer","dt_publi"
"VULCABRAS S.A.","2015-12-31","2016-03-10"
"NUTRIPLANT INDUSTRIA E COMERCIO S.A.","2015-12-31","2016-03-29"
"IGUATEMI EMPRESA DE SHOPPING CENTERS S.A","2015-12-31","2016-03-08"
"SAO MARTINHO S.A.","2015-03-31","2015-06-22"
"PLASCAR PARTICIPACOES INDUSTRIAIS S.A.","2015-12-31","2016-03-29"
"TOTVS S.A.","2015-12-31","2016-03-16"
"BICICLETAS MONARK S.A.","2015-12-31","2016-03-17"
"ODONTOPREV S.A.","2015-12-31","2016-03-09"
"WHIRLPOOL S.A.","2015-12-31","2016-02-18"
"PARANAPANEMA S.A.","2015-12-31","2016-02-11"
"MAHLE-METAL LEVE S.A.","2015-12-31","2016-03-18"
"FLEURY S.A.","2015-12-31","2016-03-03"
"ITAU UNIBANCO HOLDING S.A.","2015-12-31","2016-02-02"
"MANGELS INDUSTRIAL S.A.","2015-12-31","2016-03-30"
"ROSSI RESIDENCIAL S.A.","2015-12-31","2016-03-30"
"MANUFATURA DE BRINQUEDOS ESTRELA S.A.","2015-12-31","2016-03-31"
"CAMBUCI S.A.","2015-12-31","2016-05-26"
"IOCHPE MAXION S.A.","2015-12-31","2016-02-25"
"SIDERURGICA J. L. ALIPERTI S.A.","2015-12-31","2016-03-30"
"MARISA LOJAS S.A.","2015-12-31","2016-02-25"
"BAUMER S.A.","2015-12-31","2016-04-01"
"DIAGNOSTICOS DA AMERICA S.A.","2015-12-31","2016-03-23"
"RAIA DROGASIL S.A.","2015-12-31","2016-02-18"
"BCO PINE S.A.","2015-12-31","2016-02-18"
"RNI NEGÓCIOS IMOBILIÁRIOS S.A.","2015-12-31","2016-03-17"
"MINERVA S.A.","2015-12-31","2016-03-08"
"CONSTRUTORA TENDA S.A.","2015-12-31","2016-03-03"
"KARSTEN S.A.","2015-12-31","2016-03-28"
"ELECTRO ACO ALTONA S.A.","2015-12-31","2016-03-29"
"TEXTIL RENAUXVIEW S.A.","2015-12-31","2016-03-29"
"PBG S/A","2015-12-31","2016-03-11"
"WEG S.A.","2015-12-31","2016-02-24"
"TUPY S.A.","2015-12-31","2016-03-03"
"DOHLER S.A.","2015-12-31","2016-03-23"
"SCHULZ S.A.","2015-12-31","2016-03-24"
"METALURGICA RIOSULENSE S.A.","2015-12-31","2016-03-29"
"METISA METALURGICA TIMBOENSE S.A.","2015-12-31","2016-03-24"
"POMIFRUTAS S/A","2015-12-31","2016-03-31"
"JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP","2015-12-31","2016-03-24"
"FRAS-LE S.A.","2015-12-31","2016-03-22"
"MUNDIAL S.A. - PRODUTOS DE CONSUMO","2015-12-31","2016-04-20"
"MARCOPOLO S.A.","2015-12-31","2016-02-23"
"RANDON S.A. IMPLEMENTOS E PARTICIPACOES","2015-12-31","2016-03-23"
"SLC AGRICOLA S.A.","2015-12-31","2016-03-09"
"KLABIN S.A.","2015-12-31","2016-02-03"
"GRENDENE S.A.","2015-12-31","2016-02-25"
"MINUPAR PARTICIPACOES S.A.","2015-12-31","2016-03-10"
"UNICASA INDÚSTRIA DE MÓVEIS S.A.","2015-12-31","2016-03-17"
"RECRUSUL S.A.","2015-12-31","2016-08-15"
"KEPLER WEBER S.A.","2015-12-31","2016-03-18"
"GRAZZIOTIN S.A.","2015-12-31","2016-02-26"
"TREVISA INVESTIMENTOS S.A.","2015-12-31","2016-03-21"
"DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS","2015-12-31","2016-03-29"
"METALURGICA GERDAU S.A.","2015-12-31","2016-03-15"
"PANATLANTICA S.A.","2015-12-31","2016-03-18"
"LOJAS RENNER S.A.","2015-12-31","2016-02-04"
"TAURUS ARMAS S.A.","2015-12-31","2016-03-24"
"TELEC BRASILEIRAS S.A. TELEBRAS","2016-12-31","2017-03-10"
"AMERICANAS S.A.","2016-12-31","2017-02-20"
"ENERGISA S.A.","2016-12-31","2017-03-23"
"FERROVIA CENTRO-ATLANTICA S.A.","2016-12-31","2017-03-24"
"CIELO S.A.","2016-12-31","2017-01-30"
"NEOENERGIA S.A.","2016-12-31","2017-02-22"
"GAFISA S.A.","2016-12-31","2017-03-23"
"PORTO SEGURO S.A.","2016-12-31","2017-02-06"
"TEGMA GESTAO LOGISTICA S.A.","2016-12-31","2017-03-21"
"PADTEC HOLDING S.A.","2016-12-31","2017-03-28"
"RUMO S.A.","2016-12-31","2017-02-16"
"CPFL ENERGIA S.A.","2016-12-31","2017-03-23"
"ENGIE BRASIL ENERGIA S.A.","2016-12-31","2017-02-23"
"TELEFÔNICA BRASIL S.A","2016-12-31","2017-02-21"
"SANTOS BRASIL PARTICIPACOES S.A.","2016-12-31","2017-02-15"
"JBS S.A.","2016-12-31","2017-03-13"
"HYPERA S.A.","2016-12-31","2017-02-17"
"EQUATORIAL ENERGIA S.A.","2016-12-31","2017-03-08"
"LIGHT S.A.","2016-12-31","2017-03-23"
"BRADESPAR S.A.","2016-12-31","2017-03-21"
"CPFL GERACAO DE ENERGIA S.A.","2016-12-31","2017-03-30"
"EDP - ENERGIAS DO BRASIL S.A.","2016-12-31","2017-02-22"
"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.","2016-12-31","2017-02-20"
"ENEVA S.A","2016-12-31","2017-03-24"
"BIOMM S.A.","2016-12-31","2017-03-17"
"METALFRIO SOLUTIONS S.A.","2016-12-31","2017-02-20"
"SER EDUCACIONAL S.A.","2016-12-31","2017-03-17"
"BANCO SANTANDER S.A.","2016-12-31","2017-03-03"
"SMILES FIDELIDADE S.A.","2016-12-31","2017-10-13"
"ALIANSCE SONAE SHOPPING CENTERS S.A.","2016-12-31","2017-03-06"
"GOL LINHAS AEREAS INTELIGENTES S.A.","2016-12-31","2017-02-17"
"BR MALLS PARTICIPACOES S.A.","2016-12-31","2017-03-15"
"BR PROPERTIES S.A.","2016-12-31","2017-02-14"
"M.DIAS BRANCO S.A. IND COM DE ALIMENTOS","2016-12-31","2017-03-06"
"AMBEV S.A.","2016-12-31","2017-03-02"
"SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.","2016-12-31","2017-10-23"
"BRASILAGRO - CIA BRAS DE PROP AGRICOLAS","2016-06-30","2016-08-18"
"SPRINGS GLOBAL PARTICIPACOES S.A.","2016-12-31","2017-03-23"
"CR2 EMPREENDIMENTOS IMOBILIARIOS S.A.","2016-12-31","2017-03-15"
"GP INVESTMENTS, LTD.","2016-12-31","2017-03-29"
"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.","2016-12-31","2017-03-10"
"TECNISA S.A.","2016-12-31","2017-03-23"
"LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.","2016-12-31","2017-02-21"
"JHSF PARTICIPACOES S.A.","2016-12-31","2017-03-30"
"EZ TEC EMPREEND. E PARTICIPACOES S.A.","2016-12-31","2017-03-20"
"MRV ENGENHARIA E PARTICIPACOES S.A.","2016-12-31","2017-03-07"
"GUARARAPES CONFECCOES S.A.","2016-12-31","2017-03-15"
"CPFL ENERGIAS RENOVÁVEIS S.A.","2016-12-31","2017-03-22"
"CIA CELG DE PARTICIPACOES - CELGPAR","2016-12-31","2017-03-28"
"BRASIL BROKERS PARTICIPACOES S.A.","2016-12-31","2017-03-27"
"TRISUL S.A.","2016-12-31","2017-03-17"
"DOMMO ENERGIA S.A.","2016-12-31","2017-03-17"
"OSX BRASIL S.A.","2016-12-31","2017-06-13"
"TECHNOS S.A.","2016-12-31","2017-02-23"
"AZUL S.A.","2016-12-31","2017-04-11"
"PETRO RIO S.A.","2016-12-31","2017-03-27"
"ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.","2016-12-31","2017-03-21"
"MOURA DUBEUX ENGENHARIA S/A","2016-12-31","2017-03-30"
"HIDROVIAS DO BRASIL S.A.","2016-12-31","2017-03-28"
"PARANA BCO S.A.","2016-12-31","2017-02-22"
"SANSUY S.A. INDUSTRIA DE PLASTICOS","2016-12-31","2017-02-24"
"TRONOX PIGMENTOS DO BRASIL S.A.","2016-12-31","2017-03-22"
"AREZZO INDÚSTRIA E COMÉRCIO S.A.","2016-12-31","2017-03-08"
"DIRECIONAL ENGENHARIA S.A.","2016-12-31","2017-03-20"
"LOCALIZA RENT A CAR S.A.","2016-12-31","2017-02-05"
"ALFA HOLDINGS S.A.","2016-12-31","2017-03-17"
"CONSORCIO ALFA DE ADMINISTRACAO S.A.","2016-12-31","2017-03-17"
"INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.","2016-12-31","2017-03-28"
"COSAN LOGISTICA S.A.","2016-12-31","2017-02-16"
"PRINER SERVIÇOS INDUSTRIAIS S.A.","2016-12-31","2017-10-03"
"INSTITUTO HERMES PARDINI S.A.","2016-12-31","2017-03-27"
"OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.","2016-12-31","2017-03-21"
"CIA TECIDOS SANTANENSE","2016-12-31","2017-03-23"
"MOVIDA PARTICIPACOES SA","2016-12-31","2017-03-22"
"CIA TECIDOS NORTE DE MINAS COTEMINAS","2016-12-31","2017-04-28"
"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S.A.","2016-12-31","2017-03-14"
"BCO ABC BRASIL S.A.","2016-12-31","2017-02-09"
"SUL AMERICA S.A.","2016-12-31","2017-02-21"
"PETROLEO BRASILEIRO S.A. PETROBRAS","2016-12-31","2017-03-21"
"LOJAS AMERICANAS S.A.","2016-12-31","2017-02-20"
"CIA SIDERURGICA NACIONAL","2016-12-31","2017-10-28"
"MONTEIRO ARANHA S.A.","2016-12-31","2017-03-28"
"ULTRAPAR PARTICIPACOES S.A.","2016-12-31","2017-02-22"
"IRB - BRASIL RESSEGUROS S.A.","2016-12-31","2017-07-31"
"VALE S.A.","2016-12-31","2017-02-23"
"GERDAU S.A.","2016-12-31","2017-02-22"
"BRASKEM S.A.","2016-12-31","2017-08-15"
"LOG-IN LOGISTICA INTERMODAL S.A.","2016-12-31","2017-03-16"
"CENTRO DE IMAGEM DIAGNOSTICOS S.A.","2016-12-31","2017-03-22"
"EVEN CONSTRUTORA E INCORPORADORA S.A.","2016-12-31","2017-03-22"
"PROFARMA DISTRIB PROD FARMACEUTICOS S.A.","2016-12-31","2017-03-23"
"MAGAZINE LUIZA S.A.","2016-12-31","2017-02-20"
"HELBOR EMPREENDIMENTOS S.A.","2016-12-31","2017-03-23"
"BOMBRIL S.A.","2016-12-31","2017-03-26"
"VULCABRAS S.A.","2016-12-31","2017-03-13"
"NUTRIPLANT INDUSTRIA E COMERCIO S.A.","2016-12-31","2017-03-28"
"IGUATEMI EMPRESA DE SHOPPING CENTERS S.A","2016-12-31","2017-02-21"
"SAO MARTINHO S.A.","2016-03-31","2016-06-06"
"PLASCAR PARTICIPACOES INDUSTRIAIS S.A.","2016-12-31","2017-03-09"
"TOTVS S.A.","2016-12-31","2017-02-22"
"BICICLETAS MONARK S.A.","2016-12-31","2017-03-20"
"ODONTOPREV S.A.","2016-12-31","2017-02-21"
"WHIRLPOOL S.A.","2016-12-31","2017-02-22"
"PARANAPANEMA S.A.","2016-12-31","2017-03-30"
"MAHLE-METAL LEVE S.A.","2016-12-31","2017-03-20"
"FLEURY S.A.","2016-12-31","2017-03-09"
"ITAU UNIBANCO HOLDING S.A.","2016-12-31","2017-02-07"
"MANGELS INDUSTRIAL S.A.","2016-12-31","2017-03-29"
"ROSSI RESIDENCIAL S.A.","2016-12-31","2017-03-23"
"MANUFATURA DE BRINQUEDOS ESTRELA S.A.","2016-12-31","2017-03-28"
"CAMBUCI S.A.","2016-12-31","2017-03-24"
"IOCHPE MAXION S.A.","2016-12-31","2017-03-27"
"SIDERURGICA J. L. ALIPERTI S.A.","2016-12-31","2017-03-29"
"MARISA LOJAS S.A.","2016-12-31","2017-02-23"
"BAUMER S.A.","2016-12-31","2017-03-31"
"DIAGNOSTICOS DA AMERICA S.A.","2016-12-31","2017-03-20"
"RAIA DROGASIL S.A.","2016-12-31","2017-02-16"
"BCO PINE S.A.","2016-12-31","2017-02-23"
"RNI NEGÓCIOS IMOBILIÁRIOS S.A.","2016-12-31","2017-03-16"
"MINERVA S.A.","2016-12-31","2017-02-21"
"CONSTRUTORA TENDA S.A.","2016-12-31","2017-03-13"
"KARSTEN S.A.","2016-12-31","2017-03-28"
"ELECTRO ACO ALTONA S.A.","2016-12-31","2017-03-27"
"TEXTIL RENAUXVIEW S.A.","2016-12-31","2017-03-29"
"PBG S/A","2016-12-31","2017-03-17"
"WEG S.A.","2016-12-31","2017-02-22"
"TUPY S.A.","2016-12-31","2017-03-28"
"DOHLER S.A.","2016-12-31","2017-03-24"
"SCHULZ S.A.","2016-12-31","2017-03-23"
"METALURGICA RIOSULENSE S.A.","2016-12-31","2017-03-24"
"METISA METALURGICA TIMBOENSE S.A.","2016-12-31","2017-03-28"
"POMIFRUTAS S/A","2016-12-31","2017-03-28"
"JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP","2016-12-31","2017-03-24"
"FRAS-LE S.A.","2016-12-31","2017-03-23"
"MUNDIAL S.A. - PRODUTOS DE CONSUMO","2016-12-31","2017-03-30"
"MARCOPOLO S.A.","2016-12-31","2017-02-23"
"RANDON S.A. IMPLEMENTOS E PARTICIPACOES","2016-12-31","2017-03-24"
"SLC AGRICOLA S.A.","2016-12-31","2017-03-15"
"KLABIN S.A.","2016-12-31","2017-02-01"
"GRENDENE S.A.","2016-12-31","2017-02-16"
"MINUPAR PARTICIPACOES S.A.","2016-12-31","2017-03-29"
"UNICASA INDÚSTRIA DE MÓVEIS S.A.","2016-12-31","2017-03-16"
"RECRUSUL S.A.","2016-12-31","2017-03-31"
"KEPLER WEBER S.A.","2016-12-31","2017-03-17"
"GRAZZIOTIN S.A.","2016-12-31","2017-02-24"
"TREVISA INVESTIMENTOS S.A.","2016-12-31","2017-03-22"
"DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS","2016-12-31","2017-03-28"
"METALURGICA GERDAU S.A.","2016-12-31","2017-02-22"
"PANATLANTICA S.A.","2016-12-31","2017-03-17"
"LOJAS RENNER S.A.","2016-12-31","2017-02-09"
"TAURUS ARMAS S.A.","2016-12-31","2017-03-24"
"TELEC BRASILEIRAS S.A. TELEBRAS","2017-12-31","2018-03-09"
"AMERICANAS S.A.","2017-12-31","2018-03-07"
"ENERGISA S.A.","2017-12-31","2018-03-14"
"FERROVIA CENTRO-ATLANTICA S.A.","2017-12-31","2018-03-26"
"CIELO S.A.","2017-12-31","2018-02-01"
"NEOENERGIA S.A.","2017-12-31","2018-02-19"
"GAFISA S.A.","2017-12-31","2018-03-08"
"PORTO SEGURO S.A.","2017-12-31","2018-02-05"
"TEGMA GESTAO LOGISTICA S.A.","2017-12-31","2018-03-20"
"PADTEC HOLDING S.A.","2017-12-31","2018-03-22"
"RUMO S.A.","2017-12-31","2018-02-27"
"CPFL ENERGIA S.A.","2017-12-31","2018-03-27"
"ENGIE BRASIL ENERGIA S.A.","2017-12-31","2018-02-22"
"TELEFÔNICA BRASIL S.A","2017-12-31","2018-02-21"
"SANTOS BRASIL PARTICIPACOES S.A.","2017-12-31","2018-03-05"
"JBS S.A.","2017-12-31","2018-03-28"
"HYPERA S.A.","2017-12-31","2018-02-23"
"EQUATORIAL ENERGIA S.A.","2017-12-31","2018-03-09"
"LIGHT S.A.","2017-12-31","2018-03-28"
"BRADESPAR S.A.","2017-12-31","2018-03-21"
"CPFL GERACAO DE ENERGIA S.A.","2017-12-31","2018-03-27"
"EDP - ENERGIAS DO BRASIL S.A.","2017-12-31","2018-02-27"
"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.","2017-12-31","2018-02-28"
"ENEVA S.A","2017-12-31","2018-03-14"
"BIOMM S.A.","2017-12-31","2018-03-23"
"METALFRIO SOLUTIONS S.A.","2017-12-31","2018-03-05"
"SER EDUCACIONAL S.A.","2017-12-31","2018-03-23"
"BANCO SANTANDER S.A.","2017-12-31","2018-02-20"
"SMILES FIDELIDADE S.A.","2017-12-31","2018-02-27"
"ALIANSCE SONAE SHOPPING CENTERS S.A.","2017-12-31","2018-03-13"
"GOL LINHAS AEREAS INTELIGENTES S.A.","2017-12-31","2018-03-07"
"BR MALLS PARTICIPACOES S.A.","2017-12-31","2018-03-14"
"BR PROPERTIES S.A.","2017-12-31","2018-02-06"
"M.DIAS BRANCO S.A. IND COM DE ALIMENTOS","2017-12-31","2018-03-05"
"AMBEV S.A.","2017-12-31","2018-03-01"
"SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.","2017-12-31","2018-03-29"
"BRASILAGRO - CIA BRAS DE PROP AGRICOLAS","2017-06-30","2017-08-29"
"SPRINGS GLOBAL PARTICIPACOES S.A.","2017-12-31","2018-03-22"
"CR2 EMPREENDIMENTOS IMOBILIARIOS S.A.","2017-12-31","2018-03-23"
"GP INVESTMENTS, LTD.","2017-12-31","2018-03-26"
"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.","2017-12-31","2018-02-26"
"TECNISA S.A.","2017-12-31","2018-03-22"
"LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.","2017-12-31","2018-03-20"
"JHSF PARTICIPACOES S.A.","2017-12-31","2018-04-16"
"EZ TEC EMPREEND. E PARTICIPACOES S.A.","2017-12-31","2018-03-16"
"MRV ENGENHARIA E PARTICIPACOES S.A.","2017-12-31","2018-03-08"
"GUARARAPES CONFECCOES S.A.","2017-12-31","2018-02-26"
"CPFL ENERGIAS RENOVÁVEIS S.A.","2017-12-31","2018-03-22"
"CIA CELG DE PARTICIPACOES - CELGPAR","2017-12-31","2018-03-27"
"BRASIL BROKERS PARTICIPACOES S.A.","2017-12-31","2018-03-28"
"TRISUL S.A.","2017-12-31","2018-03-16"
"DOMMO ENERGIA S.A.","2017-12-31","2018-03-27"
"OSX BRASIL S.A.","2017-12-31","2018-03-29"
"TECHNOS S.A.","2017-12-31","2018-03-27"
"AZUL S.A.","2017-12-31","2018-03-08"
"PETRO RIO S.A.","2017-12-31","2018-03-16"
"ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.","2017-12-31","2018-03-22"
"MOURA DUBEUX ENGENHARIA S/A","2017-12-31","2018-04-04"
"HIDROVIAS DO BRASIL S.A.","2017-12-31","2018-03-30"
"PARANA BCO S.A.","2017-12-31","2018-02-27"
"SANSUY S.A. INDUSTRIA DE PLASTICOS","2017-12-31","2018-02-23"
"TRONOX PIGMENTOS DO BRASIL S.A.","2017-12-31","2018-03-26"
"AREZZO INDÚSTRIA E COMÉRCIO S.A.","2017-12-31","2018-03-07"
"DIRECIONAL ENGENHARIA S.A.","2017-12-31","2018-03-26"
"LOCALIZA RENT A CAR S.A.","2017-12-31","2018-03-07"
"ALFA HOLDINGS S.A.","2017-12-31","2018-03-16"
"CONSORCIO ALFA DE ADMINISTRACAO S.A.","2017-12-31","2018-03-16"
"INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.","2017-12-31","2018-03-27"
"COSAN LOGISTICA S.A.","2017-12-31","2018-02-27"
"PRINER SERVIÇOS INDUSTRIAIS S.A.","2017-12-31","2018-03-29"
"INSTITUTO HERMES PARDINI S.A.","2017-12-31","2018-03-22"
"OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.","2017-12-31","2018-03-06"
"CIA TECIDOS SANTANENSE","2017-12-31","2018-03-28"
"MOVIDA PARTICIPACOES SA","2017-12-31","2018-03-21"
"CIA TECIDOS NORTE DE MINAS COTEMINAS","2017-12-31","2018-03-29"
"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S.A.","2017-12-31","2018-03-13"
"BCO ABC BRASIL S.A.","2017-12-31","2018-02-06"
"SUL AMERICA S.A.","2017-12-31","2018-02-27"
"PETROLEO BRASILEIRO S.A. PETROBRAS","2017-12-31","2018-03-15"
"LOJAS AMERICANAS S.A.","2017-12-31","2018-03-07"
"VIA S.A.","2017-12-31","2018-02-19"
"CIA SIDERURGICA NACIONAL","2017-12-31","2018-03-26"
"MONTEIRO ARANHA S.A.","2017-12-31","2018-03-26"
"ULTRAPAR PARTICIPACOES S.A.","2017-12-31","2018-02-21"
"IRB - BRASIL RESSEGUROS S.A.","2017-12-31","2018-02-08"
"VALE S.A.","2017-12-31","2018-02-27"
"GERDAU S.A.","2017-12-31","2018-02-28"
"VIBRA ENERGIA S/A","2017-12-31","2018-03-13"
"BRASKEM S.A.","2017-12-31","2018-03-29"
"LOG-IN LOGISTICA INTERMODAL S.A.","2017-12-31","2018-03-15"
"CENTRO DE IMAGEM DIAGNOSTICOS S.A.","2017-12-31","2018-03-28"
"EVEN CONSTRUTORA E INCORPORADORA S.A.","2017-12-31","2018-03-26"
"PROFARMA DISTRIB PROD FARMACEUTICOS S.A.","2017-12-31","2018-03-22"
"MAGAZINE LUIZA S.A.","2017-12-31","2018-02-22"
"HELBOR EMPREENDIMENTOS S.A.","2017-12-31","2018-03-28"
"BOMBRIL S.A.","2017-12-31","2018-03-28"
"VULCABRAS S.A.","2017-12-31","2018-03-06"
"NUTRIPLANT INDUSTRIA E COMERCIO S.A.","2017-12-31","2018-03-30"
"IGUATEMI EMPRESA DE SHOPPING CENTERS S.A","2017-12-31","2018-02-27"
"SAO MARTINHO S.A.","2017-03-31","2017-06-26"
"PLASCAR PARTICIPACOES INDUSTRIAIS S.A.","2017-12-31","2018-02-07"
"TOTVS S.A.","2017-12-31","2018-02-07"
"BICICLETAS MONARK S.A.","2017-12-31","2018-03-19"
"ODONTOPREV S.A.","2017-12-31","2018-02-28"
"WHIRLPOOL S.A.","2017-12-31","2018-02-28"
"MULTILASER INDUSTRIAL S.A.","2017-12-31","2018-05-30"
"PARANAPANEMA S.A.","2017-12-31","2018-02-07"
"MAHLE-METAL LEVE S.A.","2017-12-31","2018-03-19"
"FLEURY S.A.","2017-12-31","2018-03-01"
"ITAU UNIBANCO HOLDING S.A.","2017-12-31","2018-02-05"
"MANGELS INDUSTRIAL S.A.","2017-12-31","2018-03-16"
"ROSSI RESIDENCIAL S.A.","2017-12-31","2018-03-26"
"MANUFATURA DE BRINQUEDOS ESTRELA S.A.","2017-12-31","2018-03-26"
"CAMBUCI S.A.","2017-12-31","2018-04-20"
"IOCHPE MAXION S.A.","2017-12-31","2018-02-20"
"SIDERURGICA J. L. ALIPERTI S.A.","2017-12-31","2018-03-23"
"BANCO BMG S/A","2017-12-31","2018-11-27"
"MARISA LOJAS S.A.","2017-12-31","2018-03-08"
"BAUMER S.A.","2017-12-31","2018-03-28"
"DIAGNOSTICOS DA AMERICA S.A.","2017-12-31","2018-03-14"
"RAIA DROGASIL S.A.","2017-12-31","2018-02-22"
"BCO PINE S.A.","2017-12-31","2018-02-08"
"CAMIL ALIMENTOS S.A.","2017-02-28","2017-09-28"
"RNI NEGÓCIOS IMOBILIÁRIOS S.A.","2017-12-31","2018-03-15"
"MINERVA S.A.","2017-12-31","2018-03-05"
"CONSTRUTORA TENDA S.A.","2017-12-31","2018-03-08"
"KARSTEN S.A.","2017-12-31","2018-03-29"
"ELECTRO ACO ALTONA S.A.","2017-12-31","2018-03-27"
"TEXTIL RENAUXVIEW S.A.","2017-12-31","2018-03-26"
"PBG S/A","2017-12-31","2018-02-23"
"WEG S.A.","2017-12-31","2018-02-28"
"TUPY S.A.","2017-12-31","2018-03-13"
"DOHLER S.A.","2017-12-31","2018-03-28"
"SCHULZ S.A.","2017-12-31","2018-03-26"
"METALURGICA RIOSULENSE S.A.","2017-12-31","2018-03-26"
"METISA METALURGICA TIMBOENSE S.A.","2017-12-31","2018-03-22"
"JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP","2017-12-31","2018-03-23"
"FRAS-LE S.A.","2017-12-31","2018-03-13"
"MUNDIAL S.A. - PRODUTOS DE CONSUMO","2017-12-31","2018-03-27"
"MARCOPOLO S.A.","2017-12-31","2018-02-22"
"RANDON S.A. IMPLEMENTOS E PARTICIPACOES","2017-12-31","2018-03-14"
"SLC AGRICOLA S.A.","2017-12-31","2018-03-07"
"KLABIN S.A.","2017-12-31","2018-02-01"
"GRENDENE S.A.","2017-12-31","2018-02-22"
"MINUPAR PARTICIPACOES S.A.","2017-12-31","2018-03-22"
"UNICASA INDÚSTRIA DE MÓVEIS S.A.","2017-12-31","2018-03-15"
"RECRUSUL S.A.","2017-12-31","2018-03-22"
"KEPLER WEBER S.A.","2017-12-31","2018-03-23"
"GRAZZIOTIN S.A.","2017-12-31","2018-02-16"
"TREVISA INVESTIMENTOS S.A.","2017-12-31","2018-03-22"
"DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS","2017-12-31","2018-03-23"
"METALURGICA GERDAU S.A.","2017-12-31","2018-02-28"
"PANATLANTICA S.A.","2017-12-31","2018-02-26"
"LOJAS RENNER S.A.","2017-12-31","2018-02-08"
"TAURUS ARMAS S.A.","2017-12-31","2018-04-04"
"DEXCO S.A.","2017-12-31","2018-02-05"
"TELEC BRASILEIRAS S.A. TELEBRAS","2018-12-31","2019-03-15"
"AMERICANAS S.A.","2018-12-31","2019-03-20"
"ENERGISA S.A.","2018-12-31","2019-03-19"
"FERROVIA CENTRO-ATLANTICA S.A.","2018-12-31","2019-03-29"
"CIELO S.A.","2018-12-31","2019-01-28"
"NEOENERGIA S.A.","2018-12-31","2019-02-14"
"GAFISA S.A.","2018-12-31","2019-03-28"
"PORTO SEGURO S.A.","2018-12-31","2019-02-04"
"TEGMA GESTAO LOGISTICA S.A.","2018-12-31","2019-03-19"
"LOCAWEB SERVIÇOS DE INTERNET S.A.","2018-12-31","2020-01-13"
"PADTEC HOLDING S.A.","2018-12-31","2019-03-22"
"RUMO S.A.","2018-12-31","2019-02-12"
"TIM S.A.","2018-12-31","2020-01-30"
"CPFL ENERGIA S.A.","2018-12-31","2019-03-28"
"ENGIE BRASIL ENERGIA S.A.","2018-12-31","2019-02-19"
"TELEFÔNICA BRASIL S.A","2018-12-31","2019-02-20"
"SANTOS BRASIL PARTICIPACOES S.A.","2018-12-31","2019-02-21"
"JBS S.A.","2018-12-31","2019-03-28"
"HYPERA S.A.","2018-12-31","2019-02-21"
"EQUATORIAL ENERGIA S.A.","2018-12-31","2019-03-29"
"LIGHT S.A.","2018-12-31","2019-03-28"
"BRADESPAR S.A.","2018-12-31","2019-03-28"
"CPFL GERACAO DE ENERGIA S.A.","2018-12-31","2019-03-28"
"EDP - ENERGIAS DO BRASIL S.A.","2018-12-31","2019-02-27"
"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.","2018-12-31","2019-03-14"
"ENEVA S.A","2018-12-31","2019-03-20"
"BIOMM S.A.","2018-12-31","2019-03-28"
"METALFRIO SOLUTIONS S.A.","2018-12-31","2019-03-14"
"SER EDUCACIONAL S.A.","2018-12-31","2019-03-28"
"SMILES FIDELIDADE S.A.","2018-12-31","2019-02-14"
"ALIANSCE SONAE SHOPPING CENTERS S.A.","2018-12-31","2019-03-12"
"GOL LINHAS AEREAS INTELIGENTES S.A.","2018-12-31","2019-02-28"
"BR MALLS PARTICIPACOES S.A.","2018-12-31","2019-03-14"
"BR PROPERTIES S.A.","2018-12-31","2019-02-07"
"M.DIAS BRANCO S.A. IND COM DE ALIMENTOS","2018-12-31","2019-03-11"
"AMBEV S.A.","2018-12-31","2019-02-28"
"SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.","2018-12-31","2019-03-30"
"BRASILAGRO - CIA BRAS DE PROP AGRICOLAS","2018-06-30","2018-08-27"
"SPRINGS GLOBAL PARTICIPACOES S.A.","2018-12-31","2019-04-05"
"CR2 EMPREENDIMENTOS IMOBILIARIOS S.A.","2018-12-31","2019-03-25"
"GP INVESTMENTS, LTD.","2018-12-31","2019-03-28"
